id,country,media_outlet,url,title,text,date,year,id_journalist
3816243,chile,elmostrador,https://www.elmostrador.cl/dia/2021/01/01/ley-de-migracion-diputada-nunez-rn-formula-observaciones-al-tc-frente-a-requerimiento-ingresado-por-el-fa-pc-y-ps/,"Ley de Migración: diputada Núñez (RN) formula observaciones al TC frente a requerimiento ingresado por el FA, PC y PS","La diputada y vicepresidenta de Renovación Nacional, Paulina Núñez, ingresará en los próximos días un escrito ante el Tribunal Constitucional donde formula observaciones al requerimiento presentado por parlamentarios del Frente Amplio, el PC y el PS impugnando la constitucionalidad de 14 artículos de la Ley de Migración recientemente despachado por el Parlamento. El texto ingresado por la parlamentaria, solicita al TC tenga presente dos aspectos cuya constitucionalidad, a juicio Núñez, los legisladores opositores desconocen: ""Una es la capacidad del Estado a establecer visados y la otra es la facultad estatal de regular el ingreso y libre circulación de extranjeros en Chile"", comentó la diputada. Según Paulina Núñez la ley tal y como salió desde el Parlamento es lo que corresponde aplicar como nueva ley migratoria. ""Nuestro país ya no soporta el desorden migratorio que hemos visto en los últimos años, y por lo mismo, lo que para todos los chilenos es una prioridad, para algunos sectores se traduce en una oportunidad de obstruccionismo y gallitos ideológicos"", dijo. “Lo que está en discusión, es en definitiva la facultad del Estado de regular el ingreso a sus fronteras y establecer un marco regulatorio para las migraciones que tenga en consideración derechos universalmente reconocidos. Eso lo hace la nueva ley, y por eso el llamado al Tribunal Constitucional es a desestimar un argumento trasnochado y lejos del interés de todos los chilenos”, cerró.",2021-01-01,2021.0,
3816387,chile,elmostrador,https://www.elmostrador.cl/destacado/2021/01/01/2021-arranca-con-3-588-nuevos-contagios-y-52-fallecidos-por-covid-19-alza-de-casos-es-la-mas-alta-desde-julio/,2021 arranca con 3.588 nuevos contagios y 52 fallecidos por Covid-19: alza de casos es la más alta desde julio,"Según el reporte de hoy, el Ministerio de Salud informa 3.588 casos nuevos de Covid-19 (la cifra más alta desde el 5 de julio de 2020, cuando se registraron 3.685 casos) de los cuales 2.321 corresponden a personas sintomáticas y 1.132 no presentan síntomas. Además, se registraron 135 test PCR Positivo que no fueron notificados. La cifra total de personas que han sido diagnosticadas con Covid-19 en el país alcanza a las 612.564. De ese total, 16.355 pacientes se encuentran en etapa activa. Los casos recuperados son 579.203. En cuanto a los decesos, de acuerdo a la información entregada por el Departamento de Estadística e Información de Salud (DEIS), en las últimas 24 horas se registraron 52 fallecidos por causas asociadas al Covid-19. El número total de fallecidos asciende a 16.660 en el país. De acuerdo a la autoridad sanitaria, use registró una variación de 14% en los casos nuevos confirmados en la última semana. En tanto, en los últimos 14 días, dicha variación fue de un 31%. En detalle, cuatro regiones disminuyeron sus nuevos casos en los últimos siete días, mientras que una lo hizo en las últimas dos semanas. El ministro Paris destacó que el 30% de los nuevos casos se detectó por Búsqueda Activa de Casos y que un 33% de los notificados son asintomáticos. “Sabemos que uno de los aspectos importantes para enfrentar esta pandemia es encontrar a aquellas personas que tienen el virus, pero que no saben que están infectados, ya que de esta manera es posible detectar los casos y tomar las medidas para aislarlos oportunamente y evitar la diseminación del coronavirus”, comentó. A la fecha, 794 personas se encuentran hospitalizadas en Unidades de Cuidados Intensivos, de las cuales 611 están con apoyo de ventilación mecánica y 68 se encuentran en estado crítico de salud. Con relación a la Red Integrada de Salud, existe un total de 301 ventiladores disponibles para el paciente que lo requiera, independiente de la región donde se encuentre. Respecto a la de Red de Laboratorios y la capacidad diagnóstica, ayer se informaron los resultados de 50.583 exámenes PCR, alcanzando a la fecha un total de 6.502.011 test analizados a nivel nacional. El número de Residencias Sanitarias disponibles es de 139 con 9.621 cupos. Al día de hoy cuentan con 4.177 usuarios considerando todas las regiones del país. Al alza se registró el brote de Covid-19 que afecta a la Cárcel de Chillán, tras aumentar a 131 los casos positivos al interior del recinto penitenciario. La información fue actualizada por la seremi de Salud, Marta Bravo, quien indicó a Cooperativa que la investigación epidemiológica dentro del centro penitenciario se está llevando a cabo por parte del Departamento de Salud Pública y la Unidad de Epidemiología de la Seremi de Salud de Ñuble. ""Se ha instruido y educado a la población penal y se ha desarrollado una búsqueda activa comunitaria que –hasta ahora- arroja 131 casos, donde 124 son confirmados y un caso probable entre los internos, además de cinco casos confirmados y uno probable entre los funcionarios"", señaló. De acuerdo a la Unidad de Salud de la Cárcel de Chillán, los casos se encuentran aislados y con baja sintomatología, siendo monitoreados durante las 24 horas del día por un médico institucional, enfermeras y personal técnico paramédico.",2021-01-01,2021.0,
3816512,chile,elmostrador,https://www.elmostrador.cl/dia/2021/01/01/829-personas-fueron-detenidas-durante-noche-de-ano-nuevo-327-de-ellas-en-horario-de-toque-de-queda/,829 personas fueron detenidas durante noche de Año Nuevo: 327 de ellas en horario de toque de queda,"Carabineros reportó que hasta las 06:00 am. de este viernes, efectivos policiales detuvieron a 829 personas a nivel nacional, 502 de ellas fuera del horario de toque de queda; 148 personas en la Región Metropolitana y 354 en regiones. Por otro lado, 327 personas fueron detenidas dentro del horario de toque de queda, 100 de ellas en la capital y el resto en regiones. Cabe mencionar que dicha cifra no es superior a lo registrado en jornadas anteriores cuando, por ejemplo, entre el 30 y 31 de diciembre se registró a 968 personas privadas de libertad. Respecto a los permisos temporales individuales, en las últimas 24 horas se solicitó un total 162.862, en su mayoría por compras (114.169).",2021-01-01,2021.0,
3816630,chile,elmostrador,https://www.elmostrador.cl/tv/entrevistas/2021/01/01/diputado-rn-tomas-fuentes-sichel-le-quita-espacio-a-evopoli-les-va-a-costar-mucho-levantar-candidato-presidencial/,Diputado RN Tomás Fuentes: “Sichel le quita espacio a Evópoli. Les va a costar mucho levantar candidato presidencial”,Eventual pacto electoral con el Partido Republicano-“Pragmatismo puro”. -Definición de abanderado presidencial de RN en el Consejo General del 23 de enero“Todavía puede salir un alcalde con un hito comunicacional y quizás la decisión que tomemos no sea la más adecuada en cuatro meses más”. ,2021-01-01,2021.0,
3860172,chile,ahoranoticiasmega,https://www.meganoticias.cl/nacional/323110-calendario-elecciones-2021-presidente-alcaldes-constituyentes-fechas-jdx14.html,Desde alcaldes a Presidente: El intenso calendario de elecciones del 2021,"Un inusual e intenso calendario electoral se vivirá este 2021 en el país, ya que en solo nueve meses se elegirán en las urnas diversos cargos públicos. Las elecciones del año que recién comienza van desde presidenciales a alcaldes y concejales, pasando por los convencionales constituyentes, quienes serán los encargados de redactar la nueva Carta Magna. “El calendario para el año 2021 está particularmente cargado, saturado y estresado, arrancando el día 11 de enero con el plazo final para la inscripción de candidaturas para gobernadores regionales, alcaldes, concejales y convencionales”, explica Mauricio Morales, académico de la Universidad de Talca. “Este es un momento histórico que está atravesando Chile, no habíamos tenido nunca tantas elecciones. Nunca habíamos tenido una elección presidencial cruzada por un plebiscito, cruzada por una elección de asamblea constituyente”, añade Roberto Izikson, gerente de asuntos públicos de Cadem. La primera gran fecha llegará el domingo 11 de abril cuando se realicen las elecciones generales de gobernadores regionales, alcaldes, concejales y convencionales constituyentes. Luego el 9 de mayo se efectuaría una eventual segunda vuelta de gobernadores, mientras que el 4 de julio está reservado para las primarias presidenciales. El 21 de noviembre, en tanto, se realizarán los comicios para elegir al nuevo Presidente de la República, cuyo proceso electoral se podría extender hasta el 19 de diciembre en caso de ser necesaria una segunda vuelta.",2021-01-01,2021.0,
3860359,chile,ahoranoticiasmega,https://www.meganoticias.cl/nacional/323068-lanzamiento-fuegos-artificiales-ano-nuevo-2021-ndx18.html,Año Nuevo: Denuncian lanzamiento de fuegos artificiales en diferentes ciudades del país,"Apenas llegado el 2021 y a pesar de su prohibición, se registró el lanzamiento de una gran cantidad de fuegos artificiales en diferentes ciudades del país. La mala manipulación de la pirotecnia supone un gran riesgo de quemaduras en las personas, además de los incendios que pueden provocar. En diversas comunas de la capital usuarios de redes sociales denunciaron el lanzamiento indiscriminado de fuegos artificiales durante los primeros minutos del 2021. En registros de redes sociales se puede apreciar como sectores de Maipú, Peñalolén, San Bernardo o El Bosque se iluminaron con la llegada del nuevo año. Desde mi ventana, Grecia con Laguna Salada en #peñalolen @penalolen, lo bueno es que están prohibidos 🙄🙄. Y después vamos quejándonos por incendios y niños quemados. Y por supuesto la culpa es del otro y no propia. pic.twitter.com/V09lUJzyl6— Juan Andrés (@JuanAndresCP2) January 1, 2021 Desde mi ventana, Grecia con Laguna Salada en #peñalolen @penalolen, lo bueno es que están prohibidos 🙄🙄. Y después vamos quejándonos por incendios y niños quemados. Y por supuesto la culpa es del otro y no propia. pic.twitter.com/V09lUJzyl6 A falta de la torre entel, tengo los fuegos artificiales en mi patio. Quien dijo Maipú seguro!! #Maipu pic.twitter.com/2N4ixWFbbn— Paulita (@paulamedinabec) January 1, 2021 A falta de la torre entel, tengo los fuegos artificiales en mi patio. Quien dijo Maipú seguro!! #Maipu pic.twitter.com/2N4ixWFbbn Los primeros minutos del #AñoNuevo en San Bernardo desde un drone. Podrán ver qué es un éxito las medidas contra los fuegos artificiales (?) pic.twitter.com/jjDlfC7W2j— Jorge (@elcoooke) January 1, 2021 Los primeros minutos del #AñoNuevo en San Bernardo desde un drone. Podrán ver qué es un éxito las medidas contra los fuegos artificiales (?) pic.twitter.com/jjDlfC7W2j En el caso de la ciudad puerto el cancelado show de fuegos artificiales en la bahía se trasladó hasta los cerros de la ciudad, lugar desde donde se registró el lanzamiento de una gran cantidad de pirotecnia, a pesar del riego recurrente de incendios forestales en las quebradas de la capital de la Quinta región. Valparaíso igual tuvo show de fuegos artificiales 🤔🤔🤔 acá desde cerro toro y cordillera pic.twitter.com/Z8h4z67gKe— alexis mancilla (@alexismancilla) January 1, 2021 Valparaíso igual tuvo show de fuegos artificiales 🤔🤔🤔 acá desde cerro toro y cordillera pic.twitter.com/Z8h4z67gKe Fuegos artificiales en Año Nuevo en Valparaíso pic.twitter.com/mz1CBU3yiF— Carlos Terán (@CarlosTeran) January 1, 2021 Fuegos artificiales en Año Nuevo en Valparaíso pic.twitter.com/mz1CBU3yiF 00:24 h | #AÑONUEVO2021 #AHORA #VALPARAÍSO #VIÑADELMAR (@Fernando_Aldea) Fuegos Artificiales en Valparaíso y Viña del Mar —Región de Valparaíso— pic.twitter.com/VEG9irbsT4— Alvaro Molina J. (@AlvaroMolinaJCL) January 1, 2021 00:24 h | #AÑONUEVO2021 #AHORA #VALPARAÍSO #VIÑADELMAR (@Fernando_Aldea) Fuegos Artificiales en Valparaíso y Viña del Mar —Región de Valparaíso— pic.twitter.com/VEG9irbsT4 Otra de las ciudades en las que hubo una gran cantidad de fuegos artificiales fue Iquique. Según los registros de redes sociales, se puede ver como la capital de Tarapacá se iluminó por completo. 00:23 h | #AÑONUEVO2021 #AHORA #IQUIQUE (@Telecom_Red) Fuegos Artificiales en Iquique —Región de Tarapacá— pic.twitter.com/IbzXoLmQva— Alvaro Molina J. (@AlvaroMolinaJCL) January 1, 2021 00:23 h | #AÑONUEVO2021 #AHORA #IQUIQUE (@Telecom_Red) Fuegos Artificiales en Iquique —Región de Tarapacá— pic.twitter.com/IbzXoLmQva A raíz del constante uso de estos elementos y de la venta ilegal de estos en el comercio, se ha anunciado que el uso indiscriminado de fuegos artificiales será tipificado como delito. Esto implicará que su uso será sancionado con penas de cárcel y multas por sobre $1 millón. Ver cobertura completa",2021-01-01,2021.0,
3862819,chile,ahoranoticiasmega,https://www.meganoticias.cl/nacional/323108-detencion-administrador-piscina-san-fernando-100-personas-jdx14.html,Había más de 100 personas: Detienen a administrador de piscina por sobrepasar aforo permitido,"La tarde de este viernes se detuvo a un hombre que administraba una piscina en la comuna de San Fernando, en la región de O’Higgins, en la que se descubrió que había más de 100 personas, sobrepasando así el aforo establecido en el plan Paso a Paso. Este hecho quedó al descubierto luego que vecinos de la localidad de Roma denunciaran que en el sector se veía una gran cantidad de gente. Tras recibir esta denuncia, Carabineros llegó hasta el lugar para efectuar una fiscalización en la que se observó que el administrador de la piscina privada cobraba entrada a las más de 100 personas que estaban en el sitio en ese momento. Gracias a 1 denuncia realizada a #Carabineros, funcionarios del Retén Roma concurrió hasta la ""Piscina Doña Gloria"", donde se encontraban aprox.100 personas infringiendo la resolución sanitaria, procediendo a la detención del propietario quien pasa a control. #SanFernando pic.twitter.com/jBqTHE9dmA— Carab_Ohiggins (@carab_ohiggins) January 1, 2021 Gracias a 1 denuncia realizada a #Carabineros, funcionarios del Retén Roma concurrió hasta la ""Piscina Doña Gloria"", donde se encontraban aprox.100 personas infringiendo la resolución sanitaria, procediendo a la detención del propietario quien pasa a control. #SanFernando pic.twitter.com/jBqTHE9dmA Este número de asistentes sobrepasaba el límite de 50 personas reunidas en espacios abiertos que fija la autoridad sanitaria para las comunas en fase 3 de Preparación, como es el caso de San Fernando. Más detalles sobre esta situación entregó la fiscal Carmen Agurto, quien señaló que “se gestó un procedimiento a nivel del retén de Roma, donde varios vecinos del sector aludido llamaron para efectos de informar que existía un lugar en donde estaban concurriendo demasiadas personas”. Administrador de un recinto en el sector de #Roma en #SanFernando es detenido y pasará a control de detención por infracción al artículo 318. Cobraba entrada a piscina donde se encontraban más de 100 personas, sobrepasando los aforos permitidos. Habla fiscal Carmen Agurto. pic.twitter.com/mfkqzZ9Gz3— Fiscalía O'Higgins (@fiscaliaohiggin) January 1, 2021 Administrador de un recinto en el sector de #Roma en #SanFernando es detenido y pasará a control de detención por infracción al artículo 318. Cobraba entrada a piscina donde se encontraban más de 100 personas, sobrepasando los aforos permitidos. Habla fiscal Carmen Agurto. pic.twitter.com/mfkqzZ9Gz3 “En dicho contexto, Carabineros concurrieron al sector y se percataron de la existencia de varios vehículos motorizados, estacionados a las afueras de un establecimiento que corresponde a una piscina privada, en la cual hay un cobro por la entrada, y al interior se encontraban más de 100 personas, evidentemente traspasando la limitación respecto del aforo en razón de la pandemia que existe”, agregó la fiscal. “Haciendo diligencias de rigor, se logró la ubicación del administrador de esta piscina, que fue detenido por parte de Carabineros, en razón de su responsabilidad al tenor de la infracción al delito contra la salud pública”, concluyó. En las próximas horas el detenido pasará a control de detención por infracción al artículo 318 del Código Penal. Ver cobertura completa",2021-01-01,2021.0,
3862940,chile,ahoranoticiasmega,https://www.meganoticias.cl/nacional/323107-nino-tres-anos-muerte-piscina-santa-maria-region-de-valparaiso-jdx14.html,Niño de tres años falleció tras caer en una piscina en la región de Valparaíso,"Un niño de tres años falleció este viernes luego de caer a una piscina en la comuna de Santa María, en la región de Valparaíso. De acuerdo con los primeros antecedentes, este hecho sucedió durante la tarde de esta jornada mientras el menor estaba junto a su familia en una propiedad en el sector de Lo Galdámez. Al percatarse de la caída a la piscina, se alertó a Carabineros y personal de Emergencias, sin embargo, no se pudo hacer nada para evitar la muerte del niño. Más detalles sobre este sucedo los entregó el fiscal de turno de San Felipe, Alejandro Bustos, quien indicó que se investigan las circunstancias en que se produjo el deceso. “En horas de la tarde, personal de Carabineros informó a la Fiscalía que había recibido una denuncia que daba cuenta de un fallecimiento por inmersión de un niño de tres años, en una piscina en la comuna de Santa María”, explicó. “Con tales antecedentes, la Fiscalía dispuso la concurrencia del Servicio Médico Legal (SML) y de la Brigada de Homicidios de la Policía de Investigaciones (PDI) de Los Andes, con el fin de recabar mayores antecedentes que den cuenta acerca de cómo se originaron los hechos”, concluyó el fiscal.",2021-01-01,2021.0,
3863068,chile,ahoranoticiasmega,https://www.meganoticias.cl/nacional/323106-reajuste-pensiones-mujeres-pension-basica-solidaria-crx12.html,Principalmente mujeres: Casi 1.5 millones de personas recibirán reajuste de sus pensiones,"Hoy, 1 de enero de 2021, se inicia la segunda etapa del aumento de la Pensión Básica Solidaria (PBS) y la Pensión Máxima con Aporte Solidario (PMAS) estipulado en la Ley 21.190, que incrementa los beneficios del Pilar Solidario, que entró en vigencia en diciembre de 2019. El ministro subrogante del Trabajo y Previsión Social, Pedro Pizarro, informó que “del total de beneficiarios del Pilar Solidario que reciben la PBS o un APS, 1.327.267 personas obtendrán el reajuste desde el 1 de enero, principalmente mujeres”. Actualmente el número de beneficiarios de la Pensión Básica Solidaria (PBS) y el Aporte Previsional Solidario (APS) alcanza a 1.686.081 personas. De este total 1.033.433 son mujeres y 652.648 son hombres. De esta forma, detalló la autoridad que “desde enero de 2021 los beneficiarios de la Pensión Básica Solidaria menor o igual a 74 años verán aumentada su pensión de $141.374 a $158.339, y las personas de entre 75 a 79 años pasarán de $147.029 a 169.649”. Pedro Pizarro recordó que “en diciembre de 2019 y con la vigencia de la Ley 21.190, los pensionados mayores de 80 años recibieron la mayor alza de una sola vez, equivalente a un 50%, y que hoy llega a $169.649, incluyendo el reajuste de julio de 2020, según IPC”. Añadió que “en el 2022 todos los beneficiarios del pilar habrán alcanzado un alza de $59.448, adicionales a los beneficios que estaban recibiendo a noviembre de 2019, a los que además se agrega el reajuste según la variación del IPC, que se aplica en julio de cada año”. “Así entonces, en enero de 2022 todos los pensionados mayores de 65 años recibirán una Pensión Básica Solidaria de $169.649, esto es un aumento real de 50% en sus pensiones, respecto a noviembre de 2019”, resaltó la autoridad. Existen 587.861 personas que reciben PBS – ya sea de vejez o invalidez – de las cuales el 31,04% son hombres y el 68,96% son mujeres. Por otro lado, existen 1.098.216 personas que reciben APS – ya sea de vejez o invalidez – de las cuales el 42,81% son hombres y el 57,19% son mujeres. Mientras tanto, la Pensión Máxima con Aporte Solidario, PMAS, pasará de $417.764 a $467.894 para los menores de 74 años, y se incrementará de $434.474 a $501.316 para los beneficiarios de 75 a 79 años. Los pensionados que reciben PBS o APS de invalidez, también recibirán el reajuste a contar del 1 de enero de 2021. El Instituto de Previsión Social (IPS) comenzará a pagar en forma automática el reajuste a partir de enero del 2021. Los beneficiarios verán el aumento, al momento de recibir su pensión.",2021-01-01,2021.0,
3863220,chile,ahoranoticiasmega,https://www.meganoticias.cl/nacional/323105-incendio-colina-poblacion-manuel-rodriguez-jdx14.html,Incendio consumió al menos cuatro casas en la comuna de Colina,"La tarde de este viernes se desarrolló un incendio de grandes proporciones en la comuna de Colina. Según las primeras informaciones, este siniestro afectó a alrededor de cuatro casas de material ligero de la población Manuel Rodríguez. Al menos siete familias quedaron damnificadas producto del incendio, mientras que cinco personas resultaron lesionadas, siendo dos de ellas voluntarios de Bomberos. Vecinos del sector reclamaron por la escasa presencia de grifos, lo que habría impedido controlar el fuego a tiempo. Imágenes de @tucanalcolina En la tarde de este viernes, ocurrió un incendio en Población Manuel Rodríguez. Hasta el momento, 6 casas serían afectadas.Bomberos Colina trabaja para evitar la propagación a otras casas. Llegaron unidades de varias comunas. pic.twitter.com/aabLJkAuOB— Jorge D'Alençon (@j_dalencon) January 1, 2021 Imágenes de @tucanalcolina En la tarde de este viernes, ocurrió un incendio en Población Manuel Rodríguez. Hasta el momento, 6 casas serían afectadas.Bomberos Colina trabaja para evitar la propagación a otras casas. Llegaron unidades de varias comunas. pic.twitter.com/aabLJkAuOB [APOYO A OTROS CUERPOS] Unidades de @Bomberos_MetSur (R3, Q7, J7, Z8 y B11) trabajan en 10-12 (Manuel Rodríguez y Pdte. Colina) apoyo a @CBColina_Lampa . En el lugar @CBQuilicura , @CBConchali_1948 , @Bomberos_Tiltil , @CBLaGranja1950 , @cbsanbernardo y@BomberosMaipu . 🚒🚒🚒 pic.twitter.com/3vUfdRfzfE— @bomberosmetrosur (@Bomberos_MetSur) January 1, 2021 [APOYO A OTROS CUERPOS] Unidades de @Bomberos_MetSur (R3, Q7, J7, Z8 y B11) trabajan en 10-12 (Manuel Rodríguez y Pdte. Colina) apoyo a @CBColina_Lampa . En el lugar @CBQuilicura , @CBConchali_1948 , @Bomberos_Tiltil , @CBLaGranja1950 , @cbsanbernardo y@BomberosMaipu . 🚒🚒🚒 pic.twitter.com/3vUfdRfzfE En el lugar trabajó personal de Bomberos de distintas compañías de Colina, Maipú, Tiltil, Quilicura y otras comunas. La municipalidad, en tanto, detalló que “se encuentra controlado el incendio estructural que afectó un grupo de viviendas en calle San Juan, en la población Manuel Rodríguez. Personal del departamento Social del municipio irá en ayuda de los vecinos afectados"". #Emergencia@CBColina_Lampa informa que se encuentra controlado el incendio estructural que afectó un grupo de viviendas en calle San Juan, en la población Manuel Rodríguez. Personal del departamento Social del municipio irá en ayuda de los vecinos afectados.@mario_olavarria pic.twitter.com/2IKR6mPI7V— Municipalidad Colina (@MuniColina) January 1, 2021 #Emergencia@CBColina_Lampa informa que se encuentra controlado el incendio estructural que afectó un grupo de viviendas en calle San Juan, en la población Manuel Rodríguez. Personal del departamento Social del municipio irá en ayuda de los vecinos afectados.@mario_olavarria pic.twitter.com/2IKR6mPI7V",2021-01-01,2021.0,
