url,date,text
https://www.elciudadano.com/especiales/chiledesperto/su-falta-de-mando-ha-quedado-de-manifiesto-monica-gonzalez-sobre-general-director-de-carabineros/12/13/,13/12/2019,La ex directora de CIPER  Mónica González  el pasado 12 de noviembre hizo pública en el mismo medio una columna bajo el título “Furia desatada en Carabineros: fuera de control y sin piloto”. Un extenso escrito en el que hace un recorrido por una serie de episodios que ha vivido la institución  los que han generado la actual falta de organización y rigurosidad que en ella existe.  Entre algunos de los acontecimientos que se mencionan  se encuentran casos de corrupción y fraudes  la muerte del comunero mapuche Camilo Catrillanca  la ‘Operación Huracán’ y gran parte de lo que fue la dirección del general Hermes Soto. Así  se habla de una secuencia de hechos que desembocan en una crisis que arrastra hace años el uniforme verde  la que se evidencia en la falta de protocolos y el violento actuar por parte de los funcionarios policiales en el llamado estallido social.  En la columna  por supuesto  uno de los más cuestionados es el actual general director de la institución  Mario Rozas Córdova  quien según las aseveraciones de la periodista no garantiza el mando de su institución. «No es respetado ni obedecido en los retenes y comisarías»  asegura la comunicadora  además de cuestionar su estadía en la dirección hasta la fecha y su falta de pronunciamiento en importantes hitos desde el comienzo de la rebelión de octubre.  «Carabineros y las autoridades de gobierno que deben garantizar el derecho a la vida de los chilenos  han puesto a la democracia de nuestro país al margen del Estado de Derecho  una prueba de lo anterior es la permanencia del general director de Carabineros  Mario Rozas  en su cargo» sostiene González.  Mónica González  Por otra parte  la ex directora de CIPER recuerda declaraciones del Presidente Sebastián Piñera respecto a la necesidad de un cambio en la institución tras el anuncio del retiro de Hermes Soto de la dirección: «Carabineros requiere un alto mando que enfrente su actual situación y su modernización». Desde noviembre del año pasado  se habla en La Moneda sobre la urgente necesidad de reformar a la policía  y asegurar altos mandos que lideren  lo que aún no sucede.  Las rectificaciones por parte de Rozas  El 2 de diciembre  en representación del general Rozas  el abogado Jorge Parra Aguilar envió una misiva al medio de investigación en representación de la autoridad policial en donde se expresan la disconformidad y molestia de este último respecto de la publicación. En la carta se manifiesta «la molestia por las imprecisiones y acusaciones realizadas  que carecen de respaldo fáctico y jurídico y que no incorporan versión alguna de mis representados que contrasten lo afirmado»  según se argumenta.  Uno de los fundamentos que se intenta refutar es relativo a la mención sobre una falta de experiencia en mandos operacionales por parte de Rozas. Ante esto se mencionan en la réplica los distintos cargos que ha ocupado como Comisario y Jefe de Zona en algunas unidades del país.  En la columna bajo la autoría de González  además  se hace referencia al Comando Jungla y al puesto en la Dirección de Bienestar del general Rozas  ante lo que se acusa por parte del uniformado falta de rigurosidad periodística y carencia de fuentes.  La contundente respuesta de González  La contestación a esa carta de Carabineros por parte de la periodista llegó este miércoles  dirigida la misiva directamente al general Mario Rozas.  Mario Rozas  Sobre la falta de conocimiento en la dirección de unidades  que parece ser uno de los puntos que más molestó a la autoridad policial  González asevera que el general «carece de experiencia operativa en las funciones más delicadas de una institución clave para garantizar el orden público y la seguridad». En ese sentido  se añade que «su falta de conocimiento y mando ha quedado de manifiesto en estos 54 días»  aseverándose también por parte de la periodista que el cargo de Comisario no tendría la misma relevancia y responsabilidad que el de general director de la institución.  Respecto a la mencionada falta de mandato del uniformado  González se refirió a la orden del Gobierno de prohibir a los funcionarios policiales el uso de perdigones. Algo a lo que los uniformados evidentemente hicieron caso omiso  ya que se siguieron registrando heridos por la misma causa.  La ex directora de CIPER menciona por otra parte un informe solicitado a Rozas por el ministro del Interior  Gonzalo Blumel  donde el uniformado omite completamente los casos de abuso sexual  en los que las víctimas denuncian haber sido sometidas a desnudamientos y hacer «sentadillas».  La comunicadora hizo alusión igualmente a los privilegios de superiores que son rechazados por los funcionarios de cargos inferiores  y la respuesta errada de Rozas frente a esta situación. «Después de haber escuchado el relato de los ilícitos cometidos por los altos oficiales de Carabineros  lo que provocó la ira de los oficiales de menor grado y de los suboficiales que reciben mal trato de sus superiores  lo que la ciudadanía espera del general director de Carabineros es una actitud humilde  clara y firme»  apuntó en ese sentido.  Mónica González explicita finalmente la necesidad de que el general director de Carabineros asuma responsabilidades  cuide la integridad y derechos de los ciudadanos en el marco de un Estado de Derecho  y respete la democracia que durante los últimos 50 días de manifestaciones se ha visto claramente dañada.
https://www.elciudadano.com/chile/valparaiso-concejales-dc-y-de-chile-vamos-votaron-en-contra-de-mejorar-sueldos-a-trabajadores-con-menores-ingresos/12/13/,13/12/2019,Luego de estar nuevamente en el centro de la polémica tras aportar con los votos decisivos para que Piñera se salvara de la Acusación Constitucional en el Congreso  este viernes continuaron las críticas sobre la Democracia Cristiana. Esto  porque a la comentada votación en el parlamento  se sumó un nuevo capítulo  esta vez en el municipio de Valparaíso.  La situación se dio cuando en una sesión del Concejo Municipal se votó el presupuesto 2020  que entre sus principales novedades  implementa la mejora de sueldos para los funcionarios con remuneraciones más bajas  alcanzando los $450 mil líquidos como sueldo mínimo.  La propuesta de la administración de Jorge Sharp provocó un debate encabezado por los concejales de la Democracia Cristiana (Marcelo Barraza y Eugenio Trincado)  la UDI (Carlos Bannen y Luis Soto) y RN (Ruth Cáceres)  quienes se opusieron a la medida.  En la sesión  los encargados de Presupuesto  Tesorería y Recursos Humanos explicaron que los ingresos proyectados permitían solventar con tranquilidad el gasto en esta medida  sin embargo los citados concejales mantuvieron su postura.  Finalmente  a pesar del voto en contra del Presupuesto 2020 de la DC  UDI y RN  el Concejo Municipal logró aprobar el instrumento en una segunda sesión extraordinaria  con los votos de los ediles Claudio Reyes  Daniel Morales  Ivan Vuskovic  Yuri Zúñiga  Zuliana Araya y el alcalde Jorge Sharp  quien agradeció la votación positiva y el apoyo al presupuesto municipal.  «Este presupuesto es transparente y serio  permitirá seguir ordenando los serios desórdenes financieros y déficit que nos dejó la administración anterior»  afirmó Sharp  agregando que «reconoce varias de las nuevas necesidades  como el sueldo mínimo en la Municipalidad de Valparaíso de $450.000 líquido; un importante monto de inversión pública tanto en el plan como en los cerros de la ciudad; el aumento de fondos concursables como el Ficval  en $250 millones; la creación de un nuevo fondo de apoyo a los comerciantes y cooperativas  en $300 millones; la compra de 10 camiones recolectores de aseo; y el aumento de los traspasos en materia de educación y salud de la municipalidad a la Corporación para poder cumplir con los objetivos y las finalidades de desarrollo social que tenemos en las materias».  En ese sentido  el líder comunal lamentó el rechazo de los concejales de la UDI y la DC al presupuesto: «No entendemos por qué se opusieron  pese a que todas sus dudas fueron aclaradas. Da la impresión que la única justificación es la de sacar una ventaja política pequeña. Valparaíso está cansado de estas alianzas que en el pasado le han generado tanto daño al municipio  cuyos efectos aún tenemos que enfrentar. Invito a tener una actitud más constructiva  propositiva y a dejar atrás la inmadurez política».  Por su parte  Tania Madriaga  directora de la Secretaría Comunal de Planificación (Secpla)  se refirió respecto de la formulación del Presupuesto Municipal para el 2020  explicando que «lo hemos hecho con los mismos criterios que hicimos los presupuestos durante los dos años anteriores en esta administración  por lo tanto es una discusión que ya tiene un tiempo  primero respecto a ser un presupuesto que sea muy responsable  adecuado a los ingresos reales que tiene el municipio  lo que ha sido una política permanente para poder bajar el déficit  y segundo  incorporar en este el pago de la deuda para que pueda ir bajando el endeudamiento de la municipalidad».  La cantidad de personal del municipio y de la Corporación municipal que se verán beneficiados por el aumento del sueldo sobre $450.000 serán cerca de 1.000 funcionarias y funcionarios.
https://www.elciudadano.com/chile/fiscalia-centro-norte-detecto-red-de-corrupcion-en-el-ministerio-de-vivienda-y-urbanismo/12/13/,13/12/2019,El ministro de Vivienda y Urbanismo (Minvu)  Cristián Monckeberg (en la foto  a la izquierda)  confirmó este viernes que la Fiscalía Centro Norte se encuentra realizando pesquisas y diligencias en su cartera y en otros ministerios  tras detectarse una eventual red de corrupción donde habría un enriquecimiento ilícito de al menos $900 millones.  La investigación está ligada a posibles cohechos  fraude al fisco y lavado de activos  hechos que se habrían perpetrado entre el 2014 y 2018. Según Monckeberg  los hechos están relacionados a un “proceso de compras o licitaciones irregulares asociadas también eventualmente a delitos en temas informáticos  compras de computadores  licencias  softwares”.  Asimismo  precisó que se “están haciendo investigaciones eventuales en varios ministerios más como es el MOP  Educación  entiendo que Segpres  pero principalmente donde hay detenidos y responsables es aquí. Al parecer todo partió de aquí y les permitió (a los detenidos) operar en otras licitaciones de ministerios”  añadió el secretario de Estado.  En esa línea  se informó que de los 20 detenidos por este caso  cinco pertenecían a la cartera de Vivienda y Urbanismo: “Lo que se detectó es un enriquecimiento ilícito y una poca justificación de los ingresos de ciertos funcionarios. Estamos hablando de $800 millones  $900 millones”  puntualizó el ministro.  Al cierre de esta nota  se informó que todos los imputados pasarán a control de detención y formalización de cargos en el Séptimo Juzgado de Garantía de Santiago  durante la jornada de este sábado.
https://www.elciudadano.com/especiales/chiledesperto/gineco-obstetra-realizo-desnudamientos-y-tocaciones-a-internas-del-centro-penitenciario-de-san-jose/12/13/,13/12/2019,Un gineco-obstetra realizó desnudamientos  tocaciones y pronunció comentarios lascivos de cuatro internas del Centro Penitenciario Femenino de San Joaquín.  Por esta situación  el Instituto Nacional de Derechos Humanos (INDH) presentó una querella por torturas sexuales a través de su Sede Metropolitana  en contra del doctor.  El organismo difundió que dos de las féminas afectadas se encuentran embarazadas y el médico les controlaba el estado de preñez.  Jefa regional metropolitana del INDH  Beatriz Contreras. Foto: TheClinic.cl  Ante el reiterado accionar del ginecólogo las internas decidieron informar la situación a la matrona que acompañaba al galeno  quien ofreció un respaldo a las procesadas  “Yo sabía que era medio cochino pero nunca pensé que iba a hacerlo cuando yo estuviera ahí“  les dijo  difunde TheClinic.cl.  La responsabilidad del funcionario era velar por la salud sexual y reproductiva de las mujeres  ante esto  la jefa regional metropolitana del INDH  Beatriz Contreras  rechazó el mal proceder  «Dos de éstas (internas) se encuentran embarazadas  por lo que la atención con este ginecólogo es la única posibilidad que tenían de controlar la salud de sus hijos que están por nacer”.  Estas cuatro mujeres están recibiendo atención sicológica por parte de Gendarmería. La querella del Instituto Nacional de Derechos Humanos sostiene que las internas del Centro Penitenciario de San Joaquín  fueron discriminadas por motivos de sexo y por su condición de salud  lo cual configura una práctica específica de tortura.  Se conoció que  se solicitó la identidad de todas las reclusas que pasaron por el gineco-obstetra durante los últimos tres meses  esto se realiza con el objetivo de entrevistar a las mujeres y conocer cómo fue el proceder del médico en las respectivas consultas. Se esperan más denuncias.  Continúa leyendo
https://www.elciudadano.com/chile/tribunal-temuco-absuelve-a-lonko-curamil/12/13/,13/12/2019,La tarde de este viernes  el Tribunal Oral en lo Penal de Temuco determinó absolver a Alberto Curamil  lonko mapuche que ganó este año el premio Goldman -también conocido como el «Nobel Verde»-  por su defensa del río Cautín frente a la amenaza de varios proyectos hidroeléctricos.  Recordemos que Curamil fue detenido en agosto de 2018 por su supuesta participación en un robo ocurrido en abril de ese mismo año en la Caja de Compensación Los Héroes de Galvarino. Fue una denuncia «anónima» la que lo que ubicó en el lugar  motivando su detención.  La sentencia del tribunal también determinó la condena por los delitos de robo con violencia y porte ilegal de arma de fuego en contra de José Cáceres y Víctor Llanquileo  mientras que absolvió también a Álvaro Millalén  quien fue detenido junto a Curamil.  La lectura de la sentencia se realizará el próximo 23 de diciembre a las 13 horas.
https://www.elciudadano.com/chile/bancada-pc-y-rechazo-de-acusacion-a-pinera-se-ha-permitido-una-especie-de-pacto-de-impunidad/12/12/,12/12/2019,Este jueves 12 de diciembre  la Cámara de Diputados  aprobó la llamada cuestión previa de la Acusación Constitucional contra el Presidente Sebastián Piñera  rechazando de esta manera que libelo fuera debatido en su fondo. Desde la bancada PC criticaron la votación de Chile Vamos y los ocho parlamentarios de oposición que se cuadraron con la defensa del mandatario.  Por 79 votos a favor y 73 en contra  la Sala de la Cámara de Diputados aprobó la cuestión previa  que en términos concretos significó el rechazo a la Acusación Constitucional contra el Presidente Sebastián Piñera.  Desde la bancada PC criticaron la votación y la forma en que se generó la mayoría necesaria para desligar la responsabilidad política de Sebastián Piñera en las violaciones a los Derechos Humanos cometidas desde el 18 de octubre.  El jefe de la bancada PC  diputado Boris Barrera  sostuvo que “el Gobierno y la derecha todavía no se dan cuenta que estamos tratando un tema que es de humanidad. No entienden que estamos hablando de muertes  de violaciones  de torturas y ellos pasan esta etapa celebrando  lo que nos parece lamentable”.  El parlamentario agregó que la base y cimiento de una democracia tiene que ser la protección de los derechos humanos. “Cuando se están violando los DDHH  cuando se está permitiendo que se violen  ahí es donde está peligrando la democracia. Vamos a estar atentos. El ministro Blumel tiene que estar atento  porque cuando asume como ministro del Interior se siguen violando los derechos humanos. Vamos a estar vigilantes”  agregó Barrera.  Por su parte  la diputada Karol Cariola enfatizó en que un grupo de parlamentarios inconsecuentes  “que se dicen defensores de los derechos humanos  decidieron de manera consciente mantener en la impunidad el rol del Presidente de la República”.  La diputada recordó que se siguieron violando derechos humanos tras la salida de Chadwick desde el gabinete  lo que evidencia la responsabilidad de Piñera. “Acá hay un Presidente que sigue ejerciendo su cargo. Un Presidente que siguió a cargo del país y que cuando Chadwick deja su cargo  en Chile se siguió violando los Derechos Humanos. Estamos recién empezando  porque aquí hay crímenes de lesa humanidad y nosotros vamos a reivindicar la justicia y vamos a seguir todos los caminos necesarios para que esa justicia llegue al puerto que tiene que llegar”  detalló.  Finalmente  la diputada Camila Vallejo  se preguntó tras la aprobación de la cuestión previa: “¿Quién responde por los torturados  por los vejados  por los abusados y abusadas sexualmente  por los que han perdido los ojos posterior a la salida del ministro Chadwick  quien es el responsable políticos de esas violaciones a los derechos humanos si no es el Presidente de la República?”.  La diputada criticó duramente a quienes dieron los votos para que la acusación constitucional no prosperara: “Ellos han permitido  a través de esta votación  una especie de pacto de impunidad. Pero nosotros  nosotras  no vamos a permitir que esto quede aquí y vamos a recurrir a todas las instancias que estén en nuestras manos. Lo que han hecho hoy día el Gobierno  los parlamentarios de Chile Vamos  en complicidad con diputados de oposición  es un ataque a nuestra democracia. Si no son capaces desde el parlamento de defender los derechos humanos de nuestro pueblo  entonces no son capaces de defender la democracia”  finalizó.
https://www.elciudadano.com/especiales/chiledesperto/buscamos-carcel-para-pinera-victimas-de-traumas-oculares-presentaron-querella/12/12/,12/12/2019,En compañía del senador Alejandro Navarro  presidente de la Comisión de Derechos Humanos de la Cámara Alta  familiares de víctimas de traumas oculares llegaron este jueves hasta el Centro de Justicia de Santiago para presentar una querella por delitos de lesa humanidad.  En la acción judicial se apunta al Presidente Sebastián Piñera; a los ministros del Interior Andrés Chadwick y Gonzalo Blumel; y a los generales de Carabineros y el Ejército como responsables de las violaciones a los Derechos Humanos cometidas a partir del 18 de octubre pasado en Chile.  Los familiares presentes no quisieron entregar declaraciones  sin embargo  el senador Navarro lo hizo en representación de ellos  declarando que «hemos tomado la decisión de ingresar una querella criminal en contra del Presidente  una querella que busca justicia en este caso de violaciones a los Derechos Humanos  y es cárcel para Piñera».  El parlamentario  además  aseguró que hay antecedentes más que suficientes para establecer esta acción legal  dado el «ataque sistemático  organizado  en contra de la población chilena».  Acá las declaraciones de Navarro.
https://www.elciudadano.com/chile/indh-presenta-querellas-por-torturas-sexuales-a-internas-en-carcel-de-san-joaquin/12/12/,12/12/2019,Una querella por torturas sexuales presentó el Instituto Nacional de Derechos Humanos (INDH) a través de su Sede Metropolitana  en contra un gineco-obstetra del Centro Penitenciario Femenino de San Joaquín  quien solicitó desnudamientos  realizó tocaciones y pronunció comentarios lascivos respecto de cuatro internas -dos de ellas embarazadas-  en el contexto de una atención de salud sexual y reproductiva.  Según relata el escrito del INDH  al salir del examen las internas conversaron entre ellas advirtiendo que todas compartían su percepción sobre el mal proceder del funcionario  sintiendo que habían sido abusadas sexualmente. En tal contexto interpelaron a la matrona que acompañaba al médico  quien le habría indicado a una de ellas “yo sabía que era medio cochino pero nunca pensé que iba a hacerlo cuando yo estuviera ahí”.  La jefa regional metropolitana del INDH  Beatriz Contreras  sostuvo que este funcionario “abusó de cuatro mujeres en circunstancias que tenía la responsabilidad de velar por la salud sexual y reproductiva de ellas  dos de éstas se encuentran embarazadas  por lo que la atención con este ginecólogo es la única posibilidad que tenían de controlar la salud de sus hijos que están por nacer”.  Adicionalmente el INDH solicitó que se entreviste a todas las mujeres que fueron atendidas por este gineco-obstetra durante los últimos tres meses  ya que el profesional desarrolla la totalidad de los exámenes ginecológicos a las reclusas en toda la Región Metropolitana  por lo que no se descarta que a partir de dichas entrevistas surjan más denuncias.  La querella del Instituto Nacional de Derechos Humanos sostiene que las internas del Centro Penitenciario de San Joaquín  fueron discriminadas por motivos de sexo y por su condición de salud  lo cual configura una práctica específica de tortura  razón por la cual  además  estas cuatro mujeres están recibiendo atención sicológica por parte de Gendarmería.  Entre los argumentos que plantea el INDH en su escrito  sostiene que los hechos por los cuales se deduce la querella en contra este funcionario  no sólo son graves por la afectación sexual y psicológica de las víctimas  sino que además constituyen una grave transgresión a los compromisos suscritos por el Estado de Chile  en relación a la protección de la violencia contra la mujer y en materia de resguardo de los derechos de las personas privadas de libertad.
https://www.elciudadano.com/chile/sindicatos-interempresas-por-perdidas-de-empleos-medidas-del-gobierno-han-sido-insuficientes/12/12/,12/12/2019,La Coordinadora de Sindicatos Interempresas  CSI  que agrupa asindicatos del sector privado  se reunió esta semana con la Ministra del Trabajo  María José Zaldívar  a quien hicieron entrega de una serie de propuestas que apuntan a la protección del empleo.  “Hemos venido a buscar  en esta segunda mesa de trabajo con la Ministra  que se dé respuesta a una serie de solicitudes que se resumen en la protección del empleo”  explica Juan Moreno  representante de la CSI del sector privado  quien recordó que “el gobierno y los gremios hablan de estimaciones en torno a los 300 mil empleos que se perderán durante noviembre y diciembre. Se estima que la tasa de cesantía superará el 10% hacia el trimestre móvil septiembre-noviembre”.  En esta segunda instancia  la conversación se centró en “la urgencia de crear un plan de protección al empleo  ya que las medidas del Gobierno son insuficientes”  recalcando que en este escenario de inestabilidad laboral que se presenta para los trabajadores “debe existir una medida de resguardo. Por eso hemos planteado  desde la coordinadora la necesidad urgente de un plan de formación de capacitación  para que las personas puedan encontrar empleabilidad y movilidad rápidamente”.  Por su parte  el senador Carlos Montes (PS)  junto con manifestar su preocupación por lo que está ocurriendo con los trabajadores del sector privado  insistió en la necesidad de anticiparse  “ya que el hecho concreto es que van haber despedidos y eso está ocurriendo en el comercio grande  mediano y pequeño. Los dirigentes están planteando generar medidas de protección del empleo. Tener un programa de capacitación  que reconvierte el oficio del futuro”.  Dentro de las soluciones propuestas por la coordinadora está crear un Programa de Capacitación y Reconversión SENCE  con estipendio de manutención para el trabajador durante 6 meses  focalizándose en trabajadores cuyas fuentes de trabajo fueron completamente inutilizadas y no podrán levantarse nuevamente.  Además  se planteó crear un Bono de Retención de Mano de Obra para las Pymes  instrumento que ya se ha utilizado en el pasado en situaciones de catástrofes naturales.
https://www.elciudadano.com/chile/fiscalia-nacional-economica-expuso-a-diputados-estudio-sobre-el-mercado-de-los-medicamentos/12/12/,12/12/2019,Un 36% del gasto en salud se destina a medicamentos. Esta es una de las conclusiones del estudio realizado por la Fiscalía Nacional Económica (FNE)  presentado ante la Comisión de Salud de la Cámara de Diputados por el titular de la entidad  Ricardo Riesco  junto a Sebastián Castro  de la División de Estudios de Mercado.  Entre sus observaciones  informaron que 27 laboratorios (del total presente en Chile) concentran el 70% de las ventas en valor en farmacias. Asimismo  se determinó que el 80% de los medicamentos registrados no son bioequivalentes y que el 90% de las ventas de los fármacos son de marca.  Asimismo  explicaron que el estudio  que abarcó el mercado de medicamentos  desde la producción hasta la venta a consumidor final  desde el 2015 al 2018  arrojó también que las cadenas farmacéuticas pagan un 70% más que el sector público (por medio de Cenabast) y afirmaron que ello no estaría dado por el volumen de las compras  que tendrían una cierta equivalencia  sino más bien por la forma en la cual se adquieren los productos.  La principal diferencia estaría dada en cómo se eligen los medicamentos  por cuanto mientras las farmacias de cadena privilegian la variedad de productos  asegurando la presencia de marcas que generen tráfico y pagan precio de lista; el sector público y el resto del mercado lo hace por medicamento clínico y donde la elección del producto depende fuertemente del precio (se paga el de menor costo entre alternativas intercambiables).  Otro punto observado es la alta influencia que tienen los médicos sobre la decisión de compra de los pacientes. En este marco se destaca que  ante una solicitud del paciente de recetar un medicamento económico  apenas un cuarto de los médicos cambia su prescripción original. Asimismo  se denota la influencia de visitadores y laboratorios; el hábito de “blindar” la receta; y la práctica de las farmacias de ofrecer descuentos que luego cobran a los laboratorios.  Baja de los precios  Según sostuvo Ricardo Riesco  de aplicarse un conjunto de cambios legales y administrativos  sería posible constatar en el corto plazo una reducción de los precios al consumidor final  al menos  entre un 20% y un 40%.  Entre las propuestas se plantea mejorar la reglamentación de tiempos y efectos de las etapas de registro y certificación de bioequivalencia; fortalecer la Agencia Nacional de Medicamentos  entidad dependiente del Instituto de Salud Pública; generar un plan de exigencias de intercambiabilidad que cubra a todos los principios activos; y establecer una política de difusión continua de información respecto de nuevas sustancias activas y su uso.  En materia de comercialización  se recomienda que el médico prescriba por medicamento clínico y no por marca; crear un sistema único nacional para prescribir fármacos que conecte a doctores y centros de salud con distribuidores (farmacias); regular la forma en que vende la farmacia (solo para medicamentos éticos); obligar a entregar el medicamento más económico por defecto (cargo único por dispensación + costo de adquisición del medicamento); regular de manera estricta los traspasos de dinero entre farmacias y laboratorios; y avanzar  una vez que opere lo anterior  en un seguro público o privado.  Se estima que con las medidas descritas  a corto plazo  los pacientes derivarían a alternativas más económicas; forzaría a los medicamentos más caros a competir en precio y  por tanto  acercarse a los más baratos; y serviría como “vitrina” a cualquier nuevo entrante  lo que haría que este mercado sea más atractivo para un competidor sin experiencia local.  La FNA también recomendó levantar la restricción de venta de medicamentos no sujetos a prescripción médica solo en farmacias y permitir la venta de medicamentos online; y  en el caso de las compras públicas  mantener de manera pública y actualizada los integrantes del Comité de Farmacia y las actas públicas que den cuenta de las decisiones  entre otros puntos.  Valoración de los antecedentes  Parlamentarios de todos los sectores destacaron el aporte entregado por la Fiscalía  al tiempo que evaluaron positivamente los avances registrados en la materia en proyectos de ley ya despachados o aún en trámite en la Comisión.  «Los proyectos que hoy día se están tratando van justamente en esa línea  no hay grandes diferencias. Ellos hacen recomendaciones  pero muchas de ellas ya están ingresadas en los proyectos actuales y en Fármacos II también»  resaltó la diputada Ximena Ossandón.  Sostuvo que  como legisladores  tienen la intención que los chilenos tengan  en el día de mañana  medicamentos de buena calidad  genéricos  que realmente no afecten el bolsillo familiar y sobre todo el de los adultos mayores.  En la misma línea  el presidente de la Comisión  diputado Ricardo Celis (PPD)  dijo que las propuestas presentadas dicen relación con temas en los cuales ya han estado trabajando  fundamentalmente  sobre la receta por denominación común internacional  el tema del poder comprador de la Central Nacional de Abastecimiento (Cenabast) y respecto de la fijación de precios de aquellos medicamentos que intermedie.  «Creo que hay un punto importante que queda pendiente aquí  que probablemente lo veamos cuando veamos la ley de Fonasa  que son los seguros públicos sociales a los medicamentos. Creo que ahí hay un elemento nuevo que dejó encima de la mesa la FNE que debiéramos tomarlo  porque es un elemento importante donde los medicamentos sean constitutivos de un seguro público»  destacó el parlamentario.  Para el diputado Juan Luis Castro  el fiscal nacional económico puso el dedo en llaga al concluir que los médicos están sometidos  como cuerpo  a una grave influencia de la industria  porque las recetas están inducidas  lamentablemente no por el mejor precio  sino porque hay marcas detrás.  «Hoy día no hay condiciones suficientes para darle transparencia a un mercado que está muy atravesado por intereses que van desde el vendedor de farmacia hasta el doctor que otorga la receta  por eso creo que este informe es contundente  es sólido y creo que va a abordar muchas otras materias además de las que ya hemos legislado en las leyes de Fármacos II y Cenabast»  planteó.  Cabe mencionar que la Comisión también aprobó en general el proyecto que modifica las Leyes sobre composición nutricional de los alimentos y su publicidad y la relativa a bases de contratos administrativos de suministro y prestación de servicios  para incorporar a la enfermedad celiaca y al gluten como su principal causante  en las menciones y en la regulación contenidas en dichas normas.
